Gloss	Belarusian	Bulgarian	Croatian	Czech	Latvian	Lithuanian	Polish	Russian	Slovak	Slovene	Ukrainian
SPOIL_(BECOME_SPOILED)_2										ɡni˨ːti	
SPOIL_(BECOME_SPOILED)_3					puːt	pûːtʲɪ					
SPOIL_(BECOME_SPOILED)_4					drudeːt						
SPOIL_(SOMEBODY_OR_SOMETHING)_1		razvaʎa									
SPOIL_(SOMEBODY_OR_SOMETHING)_2			pɔkʋǎːriti								
SPOIL_(SOMEBODY_OR_SOMETHING)_3										pɔkʋa˨ːriti	
SPOIL_(SOMEBODY_OR_SOMETHING)_4				skazɪt					skazic		
SPOIL_(SOMEBODY_OR_SOMETHING)_5	sapsavaʦʲ						zɛpsuʨ				zʲipsuwɑtɪ
SPOIL_(SOMEBODY_OR_SOMETHING)_6								jɨspɔˑrtʲitʲ			
SPOIL_(SOMEBODY_OR_SOMETHING)_7						sʊɡɐdʲɪ̂ntʲɪ					
SPOIL_(SOMEBODY_OR_SOMETHING)_8					sɑbuɔ̯jɑːt						
SPOON_1		ɫɤʒiʦa	ʒlîʦa	lʒiːʦɛ					ɫiʒiʦa		
SPOON_2										ʒli˨ːʦa	
SPOON_3	lɨʐka						wɨʂka	ɫɔˑʒkə			lɔʐkɑ
SPOON_4						ʃâˑʊ̯kʃtɐs					
SPOON_5					kɑruɔ̯tɛ						
SPREAD_(SOMETHING)_1	namazaʦʲ	namaʒa	nǎmazati	mazat				nɐmaˑzətʲ	namazac		nɑmɑzɑtɪ
SPREAD_(SOMETHING)_2										nama˨ːzati	
SPREAD_(SOMETHING)_3							smaɾɔvaʨ				
SPREAD_(SOMETHING)_4						tɛ̂ptʲɪ~ʊʒtɛ̂ptʲɪ					
SPREAD_(SOMETHING)_5					ziɛ̯st						
SPREAD_(SOMETHING)_6					driɛ̯pt						
SPRINGTIME_1		prɔlɛt	prɔ̌ʎɛʨɛ								
SPRINGTIME_2										pɔmla˨ːd	
SPRINGTIME_3				jaro					jar		
SPRINGTIME_4	vʲasna						viɔsna	vʲɪsnaˑ			wɛsnɑ
SPRINGTIME_5					pɑvɑsːɑris	pɐʋǎsɐrʲɪs					
SPRING_(OF_WATER)_1		izvɔr	ǐzʋɔr								
SPRING_(OF_WATER)_2			ʋrɛ̂lɔ								ɖ͡ʐɛrɛlɔ
SPRING_(OF_WATER)_3										izʋi˨ːr	
SPRING_(OF_WATER)_4				pramɛn					pramɛɲ		
SPRING_(OF_WATER)_5							zdɾuj				
SPRING_(OF_WATER)_6							ʑɾudwɔ				
SPRING_(OF_WATER)_7	krɨniʦa										
SPRING_(OF_WATER)_8								jɨstɔˑʧnʲik			
SPRING_(OF_WATER)_9						ʋɛrsměː					
SPRING_(OF_WATER)_10						ʃɐɫtʲɪ̂nʲɪs					
SPRING_(OF_WATER)_11					ɑvuɔ̯ts						
SQUIRREL_1		katɛriʦa									
SQUIRREL_2	vavʲɔrka		ʋjɛ̂ʋɛriʦa	vɛvɛrka			viɛviuɾka		vɛvɛriʧka		
SQUIRREL_3										ʋɛ˨ːʋɛriʦa	
SQUIRREL_4								bʲeˑɫkə			bilkɑ
SQUIRREL_5					vɑːvɛrɛ	ʋoʋɛrâˑʲɪ̯teː					
STAFF_1		prɤt					pɾɛnt				
STAFF_2			ʃtâːp								
STAFF_3			ʃîpka								
STAFF_4										pa˨ːliʦa	
STAFF_5									paɫiʦa		pɑlɪʦʲɑ
STAFF_6				ɦuːl							
STAFF_7	ʂɔst							ʃɛˑst			
STAFF_8						kâˑrtʲɪs					
STAFF_9					zizlis						
STAND_1	stajaʦʲ	stɔja	stâjati	staːt	stɑːveːt	stoʋêːtʲɪ	staʨ	stɐjaˑtʲ	staːc		stɔjɑtɪ
STAND_2										sta˨ːti	
STAND_UP_1		stana									
STAND_UP_2			dîʨisɛ								
STAND_UP_3										ʋsta˨ːjati	
STAND_UP_4										ʋzdi˨ːɡnitisɛ	
STAND_UP_5				zdvɪɦnoʊ̯tsɛ					zdviɦnuːcsa		
STAND_UP_6							pɔdniɛɕʨɕɛ̃				
STAND_UP_7	ustaʦʲ							vstaˑtʲ			wstɑtɪ
STAND_UP_8					piɛ̯ʦɛltiɛ̯s	pɐkʲɪ̂ɫtʲɪ					
STAND_UP_9						ɐtsʲɪkêˑɫtʲɪ					
STAR_1		zvɛzda	zʋijɛ̌zda	ɦvjɛzda			ɡviazda	zvʲɪzdaˑ	ɦvi̯ezda		
STAR_2										zʋɛ˨ːzda	
STAR_3	zɔrka										zʲirkɑ
STAR_4					zvai̯ɡznɛ	ʒʋɐʲɪ̯ˑɡʒděː					
START_1		zapɔʧna									
START_2	paʈ͡ʂatʦa		pɔ̌ʧɛːti	poʧiːt							pɔʈ͡ʂɑtɪsʲɑ
START_3										zaʧɛ˨ːtisɛ	
START_4							zaʈ͡ʂɔnʨɕɛ̃		zaʧacsa		
START_5								nɐʧaˑtʲsʲɪ			
START_6						prɐsʲɪdeːtʲɪ					
START_7					sɑːktiɛ̯s						
STATE_(POLITICS)_1		ʃtat		staːt					ʃtaːt		
STATE_(POLITICS)_2	dzʲarʐava	dɤrʒava	dř̩ʒaʋa								dɛrʐɑwɑ
STATE_(POLITICS)_3										drʒa˨ːʋa	
STATE_(POLITICS)_4							paɲstfɔ				
STATE_(POLITICS)_5								ɡəsudaˑrstvə			
STATE_(POLITICS)_6						ʋɐɫstʲɪjɑ̂					
STATE_(POLITICS)_7					vɑlsts						
STEAL_1	ukrasʦi		ǔkrasti	ukraːst			ukɾaɕʨ	ukraˑstʲ			ukrɑstɪ
STEAL_2										ukra˨ːsti~pɔkra˨ːsti	
STEAL_3									kradnuːc		
STEAL_4						ʋǒːɡtʲɪ					
STEAL_5					zɑkt						
STEP_1		stɤpka									
STEP_2	krɔk		kɔ̂raːk	krok			kɾɔk		krɔk		krɔk
STEP_3										kɔra˨ːk	
STEP_4	ʂaɣ							ʃaˑk			
STEP_5						ʒʲɪ̂nˑɡsnʲɪs					
STEP_6					suɔ̯lis						
STEP_(VERB)_1	krɔʈ͡ʂɨʦʲ	kraʧa		kraːʧɛt			kɾɔʈ͡ʂɨʨ		kraːʧac		
STEP_(VERB)_2			stǔːpati								
STEP_(VERB)_3										stɔ˨ːpati	
STEP_(VERB)_4											krɔkuwɑtɪ
STEP_(VERB)_5	ʂaɣaʦʲ							ʃɐɡaˑtʲ			
STEP_(VERB)_6						ʒɛ̂nˑɡtʲɪ					
STEP_(VERB)_7						ʒʲɪnɡsnʲɪûətʲɪ					
STEP_(VERB)_8					suɔ̯ʎuɔ̯t						
STICK_1		prɤt									
STICK_2		tɔjaɡa									
STICK_3			ʃtâːp								
STICK_4	palka		pâliʦa					paˑɫkə	paɫiʦa		pɑlɪʦʲɑ
STICK_5										pa˨ːliʦa	
STICK_6				ɦuːlka							
STICK_7							kij				
STICK_8							laska				
STICK_9						ɫɐzdɑ̂					
STICK_10					buɔ̯zɛ						
STICK_11					spiɛ̯cis						
STICK_(SOMETHING)_1		pɤxna									
STICK_(SOMETHING)_2			tûriti								
STICK_(SOMETHING)_3										ʋtakni˨ːti	
STICK_(SOMETHING)_4				strʧɪt					str̩ʧic		
STICK_(SOMETHING)_5	uvatknuʦʲ						vɛtknɔnʨ	vɐtknuˑtʲ			uvitknutɪ
STICK_(SOMETHING)_6						kʲɪ̂ʃtʲɪ~ʲiːkʲɪ̂ʃtʲɪ					
STICK_(SOMETHING)_7					bɑːst~sbrau̯st						
STILL_1	jaʂʈ͡ʂɛ	ɔʃtɛ		jɛʃcɛ			jɛʂʈ͡ʂɛ		ɛʃtɛ		ʂʈ͡ʂɛ
STILL_2			jɔ̂ʃ					jɪʃʲːo			
STILL_3										ʃɛ	
STILL_4						dâˑr					
STILL_5					veːl						
STING_1		bɔdna		bodnoʊ̯t					bɔdnuːc		
STING_2			ubɔ̌sti								
STING_3										ubo˦ːsti	
STING_4				piːxnoʊ̯t					pixnuːc		
STING_5	ukalɔʦʲ						ukwuʨ	ukɐɫɔˑtʲ			wkɔlɔtɪ
STING_6						ɡêˑɫtʲɪ					
STING_7						smɛʲɪ̯ˑɡtʲɪ					
STING_8					durt						
STINGY_1		skɤpɛrniʧɛski									
STINGY_2			ʃkr̩̂t								
STINGY_3										ʃkə˨rt	
STINGY_4							skɔmpɨ		skupiː		skupɪj
STINGY_5				lakomiː					ɫakɔmiː		
STINGY_6	praɣnɨ										
STINGY_7								ʒaˑdnɨj			
STINGY_8					siːksts	ʃʲiːkʃtʊ̂s					
STINGY_9					skuɔ̯ps						
STIR_(SOMETHING)_1		razbɤrkam									
STIR_(SOMETHING)_2	pʲɛramʲaʂaʦʲ		prɔmijɛ̌ʃati				pʂɛmiɛʂaʨ	pʲɪrʲɪmʲɪʃaˑtʲ	pɔmi̯eʃac		pɛrɛmiʂʈ͡ʂɑtɪ
STIR_(SOMETHING)_3										prɛmɛ˨ːʃati	
STIR_(SOMETHING)_4				zamiːxat							
STIR_(SOMETHING)_5					mai̯siːt~ɑbmai̯siːt	mɐʲɪ̯ˑʃîːtʲɪ~pɐmɐʲɪ̯ˑʃîːtʲɪ					
STOMACH_1		stɔmax	stɔ̌maːk								
STOMACH_2			ʒɛ̌ludaʦ	ʒaludɛk			ʐɔwɔndɛk	ʒɪɫuˑdək	ʒaɫuːdɔk		ʂlunɔk
STOMACH_3										ʒɛlɔ˨ːdɛʦ	
STOMACH_4	strawnik										
STOMACH_5						skrɐ̂nˑdʲɪs					
STOMACH_6					kuɲɟis						
STOP_(OF_ACTIVITY)_1	pʲɛrastaʦʲ	prɛstana	prɛ̌stati	br̝ɛstat			pʂɛstaʨ	pʲɪrʲɪstaˑtʲ	prɛstac		pɛrɛstɑtɪ
STOP_(OF_ACTIVITY)_2										prɛnɛ˨ːxati	
STOP_(OF_ACTIVITY)_3						lʲɪâˑʊ̯tʲɪs					
STOP_(OF_ACTIVITY)_4					pɑːrdrau̯kt						
STOP_(OF_MOVEMENT)_1		sprasɛ									
STOP_(OF_MOVEMENT)_2			stâti			sʊstôːtʲɪ					
STOP_(OF_MOVEMENT)_3			zaǔstaʋiti	zastavɪtsɛ				ɐstənɐvʲiˑtʲsʲɪ	zastavicsa		
STOP_(OF_MOVEMENT)_4										usta˨ːʋitisɛ	
STOP_(OF_MOVEMENT)_5	zatrɨmatʦa						zatʂɨmaʨɕɛ̃		zadr̩ʒacsa		
STOP_(OF_MOVEMENT)_6	spɨnitʦa										zupɪnɪtɪsʲɑ
STOP_(OF_MOVEMENT)_7					ɑpstɑːtiɛ̯s						
STORY_1	raskaz	razkas						rɐsskaˑs			
STORY_2			prîːʧa								
STORY_3			prîpɔʋiɛst	poviːtka					pɔvi̯etka		pɔvistʲ
STORY_4										pɔʋɛ˨ːst	
STORY_5	apavʲadanʲːɛ						ɔpɔviadaniɛ				ɔpɔvidɑnʲːɑ
STORY_6						ɐpsǎkʲiːmɐs~pǎsɐkojɪmɐs					
STORY_7					stɑːsts~nuɔ̯stɑːsts						
STOVE_1	pʲɛʈ͡ʂ	pɛʧka	pɛ̂ːʨ				piɛʦ	pʲeˑʨ	pɛʦ		pʲiʈ͡ʂ
STOVE_2										pɛ˨ːʧ	
STOVE_3									kaxɫɛ		
STOVE_4				kamna							
STOVE_5					ɡrɑːzns	krôːsnʲɪs					
STRAP_1		kaiʃ	kǎiʃ								
STRAP_2	rɛmʲɛnʲ	rɛmɤk	rɛ̂mɛːn	r̝ɛmɛn			ʐɛmiɛɲ	rʲɪmʲeˑnʲ	rɛmɛɲ		rɛminʲ
STRAP_3										je˦ːrmɛn	
STRAP_4						dʲɪ̂rˑʒɐs					
STRAP_5					sikznɑ						
STRENGTH_1		siɫa		siːla			ɕiwa		siɫa		sɪlɑ
STRENGTH_2			jǎːkɔːst								
STRENGTH_3										ja˨ːkɔst	
STRENGTH_4	mɔʦ						mɔʦ				
STRENGTH_5								krʲeˑpəstʲ			
STRENGTH_6					stibrums	stʲɪprʊ̂mɐs					
STRING_1	vʲarɔwka	vrɤf						vʲɪrʲovkə			virʲɔwkɑ
STRING_2			ʋr̩̂pʦa								
STRING_3										ʋə˨rʋʦa	
STRING_4				ʃɲuːra			ʂnuɾ		ʃnuːra		
STRING_5						ʋʲɪ̂rˑʋeː					
STRING_6					au̯ɡlɑ						
STROKE_(OF_PEN)_1		ʃtrix									ʂtrɪx
STROKE_(OF_PEN)_2		ʧɛrta	ʦr̩̂ta					ʨɪrtaˑ			
STROKE_(OF_PEN)_3										ʧə˨rta	
STROKE_(OF_PEN)_4				ʧaːra~ʧaːrka					ʧi̯ara		
STROKE_(OF_PEN)_5							kɾɛska				
STROKE_(OF_PEN)_6	rɨsa										
STROKE_(OF_PEN)_7						brěːʒʲɪs					
STROKE_(OF_PEN)_8						bruːkʃnǐːs					
STROKE_(OF_PEN)_9					zviːdrɑ						
STRONG_1		zdraf									
STRONG_2	silʲnɨ	silɛn		sɪlniː			ɕilnɨ	sʲiˑlnɨj	siɫniː		sɪlʲnɪj
STRONG_3			jâːk								
STRONG_4			snǎːʒan								
STRONG_5										ja˨ːk	
STRONG_6					stibrs	stʲɪprʊ̂s					
STUPID_1		ɡɫupaf	ɡlûːp	ɦloʊ̯piː			ɡwupi	ɡɫuˑpɨj	ɦɫuːpi		
STUPID_2										ɡlu˨ːp	
STUPID_3										bɛ˨ːdast	
STUPID_4	durnɨ										durnɪj
STUPID_5						pɐʲɪ̯ˑkɐs					
STUPID_6						kʋɐʲɪ̯ˑɫɐs					
STUPID_7					stulps						
STUPID_8					muʎciːks						
SUCCEED_1		uspɛja	ǔspjɛti								
SUCCEED_2		spɔɫuʧa									
SUCCEED_3										uspɛ˨ːti	
SUCCEED_4										pɔsrɛ˨ːʧitisɛ	
SUCCEED_5				podar̝ɪtsɛ					pɔdaricsa		
SUCCEED_6	udatʦa						udaʨɕɛ̃	udaˑtʲsʲɪ			wdɑtɪsʲɑ
SUCCEED_7						pɐʋǐːktʲɪ~pɐsʲɪsɛ̂ktʲɪ					
SUCCEED_8					izduɔ̯tiɛ̯s						
SUDDENLY_1		izvɛdnɤʃ									
SUDDENLY_2			nâːɡlɔ	naːɦlɛ			naɡlɛ		naːɦɫɛ		
SUDDENLY_3			îznɛnaːda								
SUDDENLY_4										na˨ːɡlɔ	
SUDDENLY_5										nɛna˨ːdɔma	
SUDDENLY_6	raptam			ftom							rɑptɔm
SUDDENLY_7								vdruˑk			
SUDDENLY_8						stɐʲɪ̯ˑɡɑ̂					
SUDDENLY_9					peːkʒɲi						
SUMMER_1	lʲɛta	ʎatɔ	ʎɛ̂tɔ	lɛːto			latɔ	leˑtə	ɫɛtɔ		lʲitɔ
SUMMER_2										pɔlɛ˨ːtjɛ	
SUMMER_3					vɑsːɑrɑ	ʋǎsɐrɐ					
SUMMIT_1		vrɤx	ʋr̩̂ːx	vrxol					vr̩xɔɫ		
SUMMIT_2										ʋə˨rx	
SUMMIT_3							ʂʈ͡ʂɨt				
SUMMIT_4							viɛʂxɔwɛk				
SUMMIT_5	vʲarʂɨnʲa				virsuɔ̯dnɛ	ʋʲɪrʃûːneː		vʲɪrʃɨˑnə			wɛrʂɪnɑ
SUN_1	sɔnʦa	sɫɤnʦɛ	sûːnʦɛ	slunʦɛ			swɔɲʦɛ	sɔˑnʦə			sɔnʦɛ
SUN_2										sɔ˨ːnʦɛ	
SUN_3									sɫ̩ŋkɔ		
SUN_4					sau̯lɛ	sâˑʊ̯ɫeː					
SUNDAY_1	nʲadzʲɛlʲa	nɛdɛʎa	nɛ̌djɛʎa	nɛɟɛlɛ			niɛʥɛla		nɛdɛʎa		nɛdʲilʲɑ
SUNDAY_2										nɛdɛ˨ːla	
SUNDAY_3								vəskrʲɪsʲeˑnʲɪ			
SUNDAY_4						sɛkmǎdiənʲɪs					
SUNDAY_5					zveːddiɛ̯nɑ						
SUPPORT_(OF_OBJECT)_1	padpɔrka		pɔ̂tpɔra				pɔtpɔɾa	pɐdpɔˑrkə			pʲidpʲirkɑ
SUPPORT_(OF_OBJECT)_2										ɔpɔ˨ːra	
SUPPORT_(OF_OBJECT)_3										zaslɔ˨ːmba	
SUPPORT_(OF_OBJECT)_4				opjɛra					ɔpɔra		
SUPPORT_(OF_OBJECT)_5						ɐtrɐmɑ̂					
SUPPORT_(OF_OBJECT)_6						ɐtspɐrɑ̂					
SUPPORT_(OF_OBJECT)_7					bɑlsts						
SUPPORT_(OF_OBJECT)_8					ɑtspai̯ts						
SWALLOW_1	ɣlɨtaʦʲ	ɡɤɫtam	ɡǔtati					ɡɫɐtaˑtʲ			kɔwtɑtɪ
SWALLOW_2										pɔʒi˨ːrati	
SWALLOW_3									zɦɫ̩tnuc		
SWALLOW_4				polɪkat			pɔwknɔnʨ				
SWALLOW_5						prɐrîːtʲɪ					
SWALLOW_6					riːt						
SWAMP_1		bɫatɔ									
SWAMP_2			bâra								
SWAMP_3										mɔʧʋi˨ːrɛ	
SWAMP_4	baɣna						baɡnɔ		baɦnɔ		
SWAMP_5				moʧaːl							
SWAMP_6				baʒɪna							
SWAMP_7											drɑɦɔwɪnɑ
SWAMP_8								tɔˑpʲ			
SWAMP_9						kɫɐmpǐːneː					
SWAMP_10						lʲɪûːnɐs					
SWAMP_11					dumbrɑːjs						
SWAMP_12					stai̯ɡnɑːjs						
SWAN_1	lʲɛbʲɛdzʲ	lɛbɛt	lâbuːd	labuc			wabɛnʈ͡ʂ	leˑbʲɪtʲ	ɫabuc		lɛbidʲ
SWAN_2										labɔ˨ːd	
SWAN_3					ɡulbis	ɡʊ̂ɫˑbeː					
SWARM_1		rɔj~rɔjak	rɔ̂ːj	roj					rɔj		
SWARM_2			jâtɔ								
SWARM_3										ja˨ːta	
SWARM_4				ɦɛjno							
SWARM_5							stadɔ	staˑjə			
SWARM_6											zɦrɑjɑ
SWARM_7	ʈ͡ʂarada										
SWARM_8					spiɛ̯ts	spiəʧʲɪʊs					
SWAY_1		kɫatʲasɛ	kɔlɛ̌batisɛ	koliːsat				kəlɪbaˑtʲsʲɪ	kɔɫiːsac~kɫaːticsa		kɔlɪwɑtɪsʲɑ
SWAY_2			tɛtǔrati								
SWAY_3										kɔlɛ˨ːbati	
SWAY_4				ɦoʊ̯patsɛ							
SWAY_5	xistatʦa						xfiaʨɕɛ̃				
SWAY_6						sʋʲiːrûətʲɪ					
SWAY_7					liːɡuɔ̯tiɛ̯s~ɡriːʎuɔ̯tiɛ̯s						
SWEEP_1		izmɛta		zamɛːst			zamiataʨ		zamɛtac		
SWEEP_2			mɛ̌sti~pɔmɛ̌sti								
SWEEP_3										pɔmɛ˨ːtati	
SWEEP_4	padmʲataʦʲ							pədmʲɪtaˑtʲ			pʲidmitɑtɪ
SWEEP_5					zlau̯ʦiːt	ʃɫûətʲɪ					
SWEEP_(SOMETHING)_1	mʲɛsʦi	mɛta	mɛ̌sti	mɛːst	meːst		zamiɛɕʨ	mʲɪstʲiˑ	zamɛtac		mɛstɪ
SWEEP_(SOMETHING)_2										mɛ˨ːsti	
SWEEP_(SOMETHING)_3						ʃɫûətʲɪ					
SWEET_1	salɔdki	sɫadɤk	slâdak	slatkiː			swɔtki	sɫaˑdkij	sɫatkiː		sɔlɔdkɪj
SWEET_2										sla˨ːdɛk	
SWEET_3					sɑlts	sɐɫdʊ̂s					
SWIM_1	plavaʦʲ	pɫuvam	plîʋati	plavat			pwɨvaʨ	pɫaˑvətʲ	pɫaːvac		plɪwtɪ~plɑwɑtɪ
SWIM_2										pla˨ːʋati	
SWIM_3						pɫɒʊ̯ˑktʲɪ					
SWIM_4					pɛldeːt						
SWING_(MOVEMENT)_1		trɛptʲa	tîtrati								
SWING_(MOVEMENT)_2			ɲǐːxati								
SWING_(MOVEMENT)_3										ni˨ːxati	
SWING_(MOVEMENT)_4	kalɨxatʦa			kiːvatsɛ			vaxaʨɕɛ̃		kiːvacsa		
SWING_(MOVEMENT)_5									ɣvi̯ecsa		
SWING_(MOVEMENT)_6	ɣajdatʦa							kɐʧaˑtʲsʲɪ			xɪtɑtɪsʲɑ~ɦɔjdɑtɪsʲɑ
SWING_(MOVEMENT)_7						sʊ̂ptʲɪs					
SWING_(MOVEMENT)_8					veːzeːtiɛ̯s						
SWING_(SOMETHING)_1	maxaʦʲ	razmaxam	mǎːxati	maːvat			maxaʨ	mɐxaˑtʲ	maːvac		mɑxɑtɪ
SWING_(SOMETHING)_2										ɔbrni˨ːti	
SWING_(SOMETHING)_3						mojûətʲɪ					
SWING_(SOMETHING)_4					veːzeːt						
SWING_(SOMETHING)_5					veːʦinɑːt						
TABLE_1		masa									
TABLE_2	stɔl		stɔ̂ːl	stuːl		stǎɫɐs	stuw	stɔˑɫ	stu̯oɫ		stʲil
TABLE_3			tř̩pɛza								
TABLE_4										mi˨ːza	
TABLE_5					ɡɑlts						
TAIL_1		ɔpaʃka									
TAIL_2			rɛ̂ːp								
TAIL_3										rɛ˦p	
TAIL_4	xvɔst							xvɔˑst	ɣvɔst		xvist
TAIL_5				oʦas							
TAIL_6							ɔɡɔn				
TAIL_7						uədɛɡɑ̂					
TAIL_8					ʎipːɑ						
TAKE_1		vzɛma		vziːt			vʑɔnʨ	vzʲaˑtʲ	vzi̯ac		wzʲɑtɪ
TAKE_2			ǔzɛːti								
TAKE_3										ʋzɛ˨ːti	
TAKE_4	wzʲaʦʲ										
TAKE_5						pɐʲɪ̯ˑmtʲɪ					
TAKE_6					ɲɛmt~pɑɲɛmt						
TAKE_A_WALK_1		razxɔʒdamsɛ									
TAKE_A_WALK_2			ʃɛ̌ːtatisɛ								
TAKE_A_WALK_3										nasprɛxɔ˦di˨ːti	
TAKE_A_WALK_4				proxaːzɛtsɛ					prɛxaːʣacsa		
TAKE_A_WALK_5							iɕʨnaspaʦɛɾ				
TAKE_A_WALK_6	ɣulʲaʦʲ							ɡulaˑtʲ			ɦulʲɑtɪ
TAKE_A_WALK_7						pɐsʲɪʋâˑʲɪ̯kʃʧʲɪotʲɪ					
TAKE_A_WALK_8					stai̯ɡɑːt~pɑstai̯ɡɑːtiɛ̯s						
TAKE_OFF_1		sɤblɛka		zvlɛːʦt					zɔbɫi̯eʦc		
TAKE_OFF_2			sʋǔːʨi								
TAKE_OFF_3										izʋlɛ˨ːʧi	
TAKE_OFF_4							zdjɔnʨ				
TAKE_OFF_5	znʲaʦʲ							snʲaˑtʲ			znʲɑtɪ
TAKE_OFF_6						nʊmâˑʊ̯tʲɪ					
TAKE_OFF_7						nʊʋʲɪ̂ɫˑktʲɪ					
TAKE_OFF_8					nuɔ̯ɟeːrpt						
TALK_(TO_SOMEONE)_1		ɡɔvɔrʲa	ɡɔʋɔ̌riti	ɦovor̝ɪt							
TALK_(TO_SOMEONE)_2			bɛ̌sjɛditi								
TALK_(TO_SOMEONE)_3										re˦ːʧi	
TALK_(TO_SOMEONE)_4								rəzɡɐvaˑrʲivətʲ	rɔspraːvac		
TALK_(TO_SOMEONE)_5							muviʨ				
TALK_(TO_SOMEONE)_6	razmawlʲaʦʲ										rɔzmɔwlʲɑtɪ
TALK_(TO_SOMEONE)_7						ʃnɛkêːtʲɪ					
TALK_(TO_SOMEONE)_8					nuɔ̯runɑːt						
TASTE_1		vkus	ûkuːs	fkus				vkuˑs			
TASTE_2										ɔku˨ːs	
TASTE_3									xuc		
TASTE_4	smak						smak				smɑk
TASTE_5						skǒːnʲɪs					
TASTE_6					ɡɑrʃɑ						
TASTE_(SOMETHING)_1		ɔpitam									
TASTE_(SOMETHING)_2			prɔ̌ːbati					prɔˑbəvətʲ			
TASTE_(SOMETHING)_3										pɔsku˨ːʃati	
TASTE_(SOMETHING)_4				oxutnaːvat					ɔxutnac		
TASTE_(SOMETHING)_5	kaʂtavaʦʲ						kɔʂtɔvaʨ				pɔkuʂtuwɑtɪ
TASTE_(SOMETHING)_6						rɐɡâˑʊ̯tʲɪ~pɐrɐɡâˑʊ̯tʲɪ					
TASTE_(SOMETHING)_7					nuɔ̯ɡɑrʃuɔ̯t						
TASTY_1		vkusɛn	ûkusan					vkuˑsnɨj			
TASTY_2			tɛ̂ʧan								
TASTY_3										ɔku˨ːsɛn	
TASTY_4				xutniː					xutniː		
TASTY_5	smaʈ͡ʂnɨ						smaʈ͡ʂnɨ				smɑʈ͡ʂnɪj
TASTY_6					ɡɑrts~ɡɑrʃiːks	ɡɐrdʊ̂s					
TEA_1	ʈ͡ʂaj	ʧaj	ʧâj	ʧaj				ʧəj	ʧaj		ʈ͡ʂɑj
TEA_2										ʧa˨ːj	
TEA_3	ɣarbata					ɐrbɐtɑ̂	xɛɾbata				
TEA_4					teːjɑ						
TEACH_1	vuʈ͡ʂɨʦʲ	uʧa	ǔʧiti	uʧɪt			uʈ͡ʂɨʨ	uʨiˑtʲ	uʧic		
TEACH_2										uʧi˨ːti	
TEACH_3											wʈ͡ʂɪtɪ
TEACH_4					mɑːʦiːt~iɛ̯mɑːʦiːt	môːkʲiːtʲɪ~ɪʃmôːkʲiːtʲɪ					
TEACHER_1		uʧitɛɫ	ǔʧitɛʎ	uʧɪtɛl			nauʈ͡ʂɨʨɛl	uʨiˑtʲɪl	uʧitɛʎ		wʈ͡ʂɪtɛlʲ
TEACHER_2										uʧi˨ːtɛl	
TEACHER_3	nastawnik										
TEACHER_4						môːkʲiːtojɐs					
TEACHER_5					skuɔ̯luɔ̯tɑːjs						
TEAR_(OF_EYE)_1	slʲaza	sɤɫza	sǔza	slza			wza	slɪzaˑ	sɫ̩za		slʲɔzɑ
TEAR_(OF_EYE)_2										sɔ˨ːlza	
TEAR_(OF_EYE)_3					ɑsːɑrɑ	ǎʃɐrɐ					
TEAR_(SHRED)_1		ɔtkɤsna									
TEAR_(SHRED)_2			ɔ̌tkinuti								
TEAR_(SHRED)_3										ɔdtə˨rɡati	
TEAR_(SHRED)_4	adarvaʦʲ			utrɦat~otːrɦat			ɔdɛɾvaʨ	ɐtɐrvaˑtʲ	ɔtr̩ɦnuːc		
TEAR_(SHRED)_5											vidʲirwɑtɪ
TEAR_(SHRED)_6					ɑtbleːst	nʊpɫêːʃtʲɪ					
TEAR_(SHRED)_7					ɑdrau̯t						
TELL_1	raskazaʦʲ	razkaʒa						rəsskɐzaˑtʲ			
TELL_2			isprǐːʧati								
TELL_3			pripɔ̌ʋjɛditi								
TELL_4										pra˨ːʋiti	
TELL_5									rɔspraːvac		rɔzpɔvistɪ
TELL_6				poviːdat			ɔpɔviɛʥɛʨ				
TELL_7						pǎsɐkotʲɪ					
TELL_8					stɑːstiːt						
TEN_1	dzʲɛsʲaʦʲ	dɛsɛt	dɛ̂sɛːt	dɛsɛt	dɛzmit	dɛ̌ʃʲɪmt	ʥɛɕɛnʨ	dʲeˑsʲɪtʲ	dɛsac		dɛsʲɑtʲ
TEN_2										dɛsɛ˨ːt	
TENDON_1	ʐɨla	ʒiɫa		ʃlaxa				ʒɨˑɫə	ʃʎaxa		
TENDON_2	suxaʐɨlʲːɛ	suxɔʒiliɛ						suxɐʒɨˑlijə			suxɔʐɪlʲːɑ
TENDON_3	ʦʲɛʦiva		tɛtǐːʋa					tʲɪtʲivaˑ			
TENDON_4										ki˨ːta	
TENDON_5							ɕʨɛŋɡnɔ				
TENDON_6					ʣiːzlɑ	sɒʊ̯ˑsɡʲiːsɫeː					
THAT_1		tuj									
THAT_2		tɔva	tɔ̂ː	to			tɔ	tɔˑ	tɔ	tɔ˨ː	tɔ
THAT_3			ɔ̌nɔː								
THAT_4	tɔjɛ										
THAT_5						tɑ̂t					
THAT_6					tɑs						
THAW_1		tɔpʲasɛ									
THAW_2			kɔ̌pɲɛti								
THAW_3			krǎːʋitisɛ								
THAW_4										ta˨ːjati	
THAW_5									tavicsa		
THAW_6				taːt			tajaʨ	taˑjətʲ			
THAW_7											tɑnutɪ
THAW_8	rastavaʦʲ										
