Gloss	Erzya	Estonian	Finnish	Forest Enets	Hill Mari	Hungarian	Inari Sami	Kildin Sami	Komi-Permyak	Komi-Zyrian	Livonian	Lule Sami	Meadow Mari	Moksha	Nganasan	North Karelian	Northern Khanty	Northern Mansi	Northern Sami	Northern Selkup	Olonets Karelian	Skolt Sami	Southern Sami	Tundra Nenets	Udmurt	Veps
THITHER	tov	sʲinːɑ	sinːɛ~tuɔ̯nːɛ	tɔnɨ	tɯʃkɯ~tɯʃkɯlæ	odɒ	tuohu	toːɡe	setʨin	setʨə	siːnə	dɔhkʊ	tuʃ~tuˑʃko	tov~toza	tɐbə~təndə~tɐbɐʔɐ	sinːɛ~tʊɔnːɛ	si~toχi	tuw~tuwʎe	tɔhkɔ~tiɛhkɔ	ɲetʨe~toʨetʲela	sinːɛ~nɛʧinɛ	tokɐ~tokɒː	tahkuʌ	tʲikɑnʔ	otʨɨ	sinːɑ~nɑkːɑlɛ
THOU	ton	sʲinɑ	sinæ	u	tɯnʲ	tɛ	tun	toːnː	te	te	sinɑː	dɔn	tɤj	ton	tənə	siɛ	naŋ	naŋ	tɔn	tat	sinæ	tonɐ	tatnɛ	pɨdər	ton	sinæ
THOUGHT	mʲelʲ	mɤtʲe	ɑːtɛ~ɑjɑtʊs	biuz	ʃɑnəmɑʃ	ɡondolɒt	juːrdɐ	jurt	duma	məvp	mɨtkɨz	ajadʊs~ʊsːju͡ɔlmis	oj~ʃonɤmɑˑʃ	mʲalʲ	ŋondɐ~sɨɲerʷobsʲɐ	ɑjɑtʊs	nomas	nomt	jʊrdtɑ	tʲenɨ	duːmʊ~ɑjɑtʊs	tumːʲɘ	ɔsːjalumːɛs	jiʔŋuʔ	mɑlpɑn	mɛlɛtʊz
THOUSAND	tɨɕ͡ʨa	tuhɑt	tʊhɑt	tɨsʧi	tɯʒem	ɛzɛr	tuhːæːt	toːaːfant	tɨɕaʨa	ɕurs	tuːˀontə	tʊvsan~dʊhat	tyʒeˑm	tʲoʒaɲ	bʲiːʔdʲir	tʊhɑt	sʲuras	soːtɪːr	tʊhaːh	tɨsʲaʨa	tʊhɑt	doxɒt	tʰɔβsɛnɛ~stuʌrɛʧʉɛtiɛ	joːnɑrʔ	sʲurs	tʊhɑ
THREAD	surʲe	nʲiːt	lɑŋkɑ	nitka	ʃɯrtɯ	fonaːl	læiɡi	suːnː	suɲis	suɲis	niːt~lɑːŋɡɑ	harpːu͡ɔ	ʃyˑrtø	sʲurʲe	tɐŋ	rixmɑ	soχam	sɤːtap	aːrɑhpʊ	ɕekɨ	lɑŋːʊ~niːtːi	laːiʝʲɘ	læːjkiɛ	teːmboːj	siɲɨs	nitʲ
THREE	kolmo	kolm	kɔlmɛ	nɛhu	kəm~kəmət	haːrom	kulmɐ	koːlːm	kujim	kujim	kuolm	ɡɔlmːɔ	kum	kolma	nɐɡyr	kɔlmɛ	χuɬam	χuːrum	kɔlɔbmɑ	nøkɨr	kɔlmɛ	koumːɐ	kulmɛ	ɲɑxɑrʔ	kujiɲ	kɔʊmɛ
THROAT	kirʲɡaparʲ	kɤri		kuɡuj	loɣer	ɡeːɡɛ~torok	ʧuːdɐ	ʧont~keːr̥s	juan	ɡoʎɑ	kurk	ʧɔtːɔ~nji͡ɛlːu͡ɔ	loɡɑˑr	kəldoma~kərɡaˑparʲ	dʲɐmʷo	kɛrɔ~kʊlkːʊ	tur	tur	ʧɔtːɑ	soj	kʊlkʊ	ʧoːdːɐ	keæluʌ	sʲoː~xoːrɑkɑ	ɡulʲɨm	kʊrk
THROUGH	paʨk	læb̥i~kɑud̥u	læpi~kɑwtːɑ	dʲɔr~pɔmɔn	vɑʃt	aːt~kɛrɛstyl	ʧoːðɐ	ʨeːd	pɨr	pɨr~pɨrɨs	koucːi~lɛˀb~lɛˀbːə	ʧɑda~rajɡɛ	voʃt	paʨk	tɐkəðə	læpi~kɑʊtːi	moχtɪ	taːra	ʧɑðɑ	nɨntɨk	læbi	ʧəːðɐ~paːic͡çʲɘ	βiɛkɛn	poːmnɑ	pɨr~pɨrti	læbi~kɑlʲt
THROW	jortoms	viskɑmɑ	ʋiskɑtɑ	bʲartaɕʲ	kɯʃkæʃ	dob~hɒjiːt	ʃlivɡið	suexːpe	ʃʲentɨvɫɨnɨ	ʨəvtnɨ~ʃɨbitnɨ	ɛitə~viskə	balkːu͡ɔt	ʃuɑˑʃ~kɤʃkɑˑʃ	jorʲams	dʲubəːdʲi~sətəməsɐ	hɛitːyæ~visɑtɑ	juwattɪ~wosʲkatɪ	paːχʷtuŋkʷʲe	sʊhpːeh	ʨyqa	lʏkætæ~viʃkɑtɑ	ʧɛɐɣːtɛd	slampɛstidh	moːsʲ	kujɑnɨ~lezʲɑnɨ	ʧʊtɑ~tɑʦtæ
THUNDER	purʲɡiɲe	kɤu~myristɑminʲe	jʏrinæ	kihu	xɯðɯrtɯʃ	dørɡeːʃ~mɛɲːdørɡeːʃ	juːrɐ	tʲiːrmʲeɕ~ʧaːrkneɡk	ɡɨm	ɡɨm	borɑːtimi	aʧɛk~aʧarajdːɛ~adːja	kyˑdɤrʧø	atʲam	kɐdʲuɐ	jyry		sʲaχɪlkurɣil	pɑjaːn	nu~nom	pʏhælːʏ	tiɛrʲmʲɛs	ræːjriɛ	munoːtɑ	ɡudɨri	jʊrʊ~jʊmɑlɑnjʊrʊ
THUNDER_(VERB)	ʦʲarnoms~ɡaldordoms	kɤmisʲemɑ	jʏristæ	mɔnuʧʲ	xɯðɯrtæʃ	dørøɡ	ʧi̯ærɡuð	ʧaːrːke	ɡɨmavnɨ	ɡɨmɑvnɨ	mɨˀrʲʒə~borʲiːkʃə	ʃæːrɡːu͡ɔt	kydɤrtɑˑʃ~surɡɑltɑˑʃ	torams	dʲuŋkɐirsʲɐ	jyrætæ	marɪtɪ	kurɣuŋkʷʲe	ʧerekeh	qanqɨlɨmpɨqa	jʏristæ	ʧɛarɡːɛd	lɑːkɛdh	xæŋoːmbəsʲ~jəlnəsʲ	ɡudɨrjɑnɨ	jʊrɑitɑ
THURSDAY	ʦʲetʲverʲɡ	nʲeljɑpæev	tɔrstɑi̯	sæudʲɛritætudɛdʲɛri	izærnja	ʧytørtøk	turɐstɐh	ɲaːʎʲantpeːjːv	ɲoʎədzɫun	ʨetverɡ	nɛʎːɨndpæːvɑ	dʊu͡ɔrɑstɑhkɑ	jizɑrnʲɑˑ	ʃuvaˑlaɲa		nɛlːæspæivæ	ɬapatɲaɬmetχatɬ	saːtnilɪtχoːtalə	tʊ̯ɔrɑstɑh	ʨetwerɡ	nɛlːæspæivʏ	nɛʎdpɛivːʲɘ	tɵarsta	ʧʲeːtweːrɡ~sʲiʔjwʔtʲeːtʲimdʲeːjʲɑʎɑ	pokʨʲiɑrɲɑ	nɛlːænzʲpæiv
TIE	kodams~sʲulmams	sʲid̥umɑ	sitɔɑ	særɡuɕʲ	piðæʃ	køt~køtøz	ʧoːnːɐð	koːrːe~ʧuːlːmde~koːaːrːe	ɡərdzzɨnɨ	ɡərdːzɑvnɨ~kərtɑvnɨ	siˀdːə	ʧɑdnɑt	kɤldɑˑʃ	sotoms	sɐrədʲɐ	sitʊɔ~sivɑltʊɔ	jartɪ	nɤːɣuŋkʷʲe	kaːrːɑh	sørɨqa	sidʊɔ	ʧəːnːɐd~ʧuəlmːɐd	kɔrːɛdidh	sʲɑrəsʲ~mɑnoːmbəsʲ	kerttɨnɨ	sidɔdɑ
TIE_UP	sʲulmams	kinʲːisʲid̥umɑ	kʏtkɛæ	særuɕʲ	jalʃtɑʃ~jaləʃtɑʃ	køt	ʧoːnːɐð	koːrːe	kərtavnɨ	domɑvnɨ	viˀzːɨsiˀdːə	dɑbrːit~dæːhːpu͡ɔdit	jolɤʃtɑˑʃ	sotoms	kitidʲi	kytkiɛ	jartɪ	jolnɤːɣsalaŋkʷʲe	ʧɑtnɑh	sørɨqa	sidʊɑkiːni~sidʊɑ	ʧəːnːɐd	βiɛtːɛdh~kɑːrhkɛdidh	sʲɑrəsʲ	dumɨnɨ	kʏtːɛstɑdɑ~sidɔdɑ
TIME	ʃka~pinɡe	ɑeɡ̥	ɑi̯kɑ	dʲɔdi	veremæ	idøː	æiɡi	aːjːk~paːʎː	kad	kɑd	ɑːiɡɑ	ajɡːɛ	ʒɑp~pɑˑɡɤt	pinɡe	c͡çuxə	ɑikɑ	pora	pora	aːjki	wrʲemʲa	ɑiɡʊ	ɐiɟɟ͡ʝʲɘ	æːjkiɛ~pɑːlɛʧɛ	joːʎʦʲʔ	dɨr	ɑiɡ
TINKLE	kaldordoms~kalʲʦʲajems	kɤlʲisʲemɑ	kɑlistɑ	mɔnuʧʲ	ʦoŋɡərtɑlɣɑʃ	ʧørømpøl	ʦilkːeð	ʦɨl̥ːkle	ʒoʎətnɨ	ɡoʎskədʨɨnɨ	ɡiˀʎʒə	skʊu͡ɔlːɑt	ʧɤldɤrtɑtɑˑʃ	kaˑnzʲerkʃɲems		kilisːæ		luːrɣuŋkʷʲe	skilːih~skilɑjtih	rakʃalɨmpɨqa	kilistæ~kilɑitːʊɑ	ʃkaːlɐtːʲɛd	skɑːɲɛdh	tɑjnəsʲ	ʒilʲkketɨnɨ	birɑitɑ
TIP_(OF_OBJECT)	prʲaɲe~pe	tʲerɑvik	tɛræ~kærki	ub	vuj	ʧuːʧ	piʦːi~keːʧi	kaːʒenʧ	jɨv	jɨv	pæː~ʃpits	snjʊhʧɛ~ɡihːʧɛ	vuj	prʲa	nʷamsə	nʲɔkːɑ~nɛnæni		taʎaχ	ke̯æhʧi	ykɨ	ɑɡjɑinɛ~nʲɔkːɑinɛ	c͡çiɛtʧʲɘ	kiɛʧiɛ	mɑl	jɨl	ɑɡjɑinɛ
TODAY	tʲeʨʲi	tænɑ	tænæːn	ɛkidʲɛri	tɑɣɑʧə	mɒ	onːe	taːrːm	taɫun	tɑɫun	tæmpə	ʊdːni	tɑˑʧe	tʲaʨʲi	əmədʲɐlɨ	tænæpiænæ	tamχatɬ	tɪχoːtal	ɔdne	tapʨelɨ	tænæpæi	tabːʲɛ	tæːnbiɛn	tʲukuʲɑʎɑʔ	tunne	tæmbɛi
TOE	pilʲɡesur	vɑrvɑs	ʋɑrʋɑs	ʧubaj	pɑrnja	laːbujː	jyelɡisuormɐ	juːʎːkʨeːʰp	ʨuɲ	kokʨuɲ	vɑːrbɑz	jʊu͡ɔlɡːɛʧʊvdːɛ	jolvɑrnʲɑˑ	pilʲɡosuˑr	torʲiɐ	vɑrvɑs		tuʎoːwɪl	jʊ̯ɔlɛkesʊ̯ɔrɑbmɑ	munɨ	vɑrvɑs	ʝuɛlʲɟɟ͡ʝʲsʲuərmː	ʧiɛhʧɛrɛ	ŋæʔtɑrkɑ	pɨdʨʲiɲɨ	bɑrbɑz
TOGETHER	vejs~vejse	koːs~yheskoːs	ʏxdɛsːæ	ŋɔkun	ikɑrɑʃ~ʦəmərən	ɛɟytː~øsːɛʃɛn	oːvtɐst	axːtan~efteɕt	ətɫaɨn	ʧəʧ	iːɲɨz~kuˀbs	si͡ɛɡɛn	pɤrʎɑˑ	mars~maˑrsa	ŋʷojc͡çe	yxtɛh	jaχa	akʷjot	ɔktɑn~ɔvtːɑs~ʧɔ̯ɑhkis	ɲaŋtɨ	ʏxtɛs	əːutsɐːʝʲɛst	ɛktinɛ~ɛktɛsnɛ~ʧoæŋhkɛsnɛ	ŋoːbkənɑ	ʧoʃ~vɑlʨʲe	ʏxtɛs
TOMORROW	vandɨ	homːe	huɔ̯mɛnːɑ	ʧʲɛta	irɣoð~irɣoðəm	holnɒp	itːen	janta	aʃɨn	ɑski	muːpoː	idɛt	erlɑˑ	vaˑndɨ	tɐlu~kyðʲiɐxyʔ	hʊɔmɛnɑ	χaɬəwat	χolɪtan	ihtːin	tʲalɨ	hʊɔmɛi	ʝɐðːɒ	jirːɛdɛn	tʲeːbtɑʔ	ʧukɑzʲe	hɔmɛn
TONE_(MUSIC)	ɡajɲema	toːn	sæʋɛl	mu	juk	hɒnɡ	nuottɐ	jiːnː	ɡor	ʃɨ	ɛːʎ~tuːoɲ	tɔvnːɔ~ʧʊu͡ɔʤɑ	jykseˑm	vajɡalʲ	dʲeʎi~sɐy	kɑjɑhʊs	sɪj	suj	ʃʊ̯ɔkŋɑ	symɨ	sɔitɑndʊ	suəmːɐ	ʧuʌjɛ	muʔ	kuɑrɑ	kʊlʊnd
TONGUE	kelʲ	keːl		ɲami	jɯlmɯ	ɲɛlv	ɲuovʧɐ	ɲuxʨem	kɨv	kɨv	kɛːʎ	njʊu͡ɔvʧɑv	jɤˑlme	kalʲ	sʲiədʲe	kiɛli	ɲaɬam	ɲelm	ɲʊ̯ɔvʧːɑ	ɕe	kiɛli	ɲuxtʧɐm	ɲuʌkʧɛmɛ	ɲɑmʲu	kɨl	kɛlʲ
TOOTH	pej	hɑmːɑs		ʧi	py	foɡ	pæːni	paːɲː	piɲ	piɲ	ɑːmbɑz	badnɛ	pyj	pej	c͡çimʲi	hɑmːɑs	peŋk	puŋk	paːtni	tʲimɨ	hɑmːɑs	paːnːʲɘ	pæːniɛ	tʲibʲɑ	piɲ	pi~hɑmbɑz
TOUCH	tokams	riːvɑmɑ~puːd̥utɑmɑ	kɔskɛɑ~kɔskɛtːɑː	mɔstaɕʲ	tɯkælæʃ	eːrint	kuoskɐð~kuoskɐtːið~ɲɑvhɐstið	kuːsːke~lɨksaçːte	vərʑətnɨ	vərʑədnɨ~jinmədʨɨvnɨ	puːtə	dʊu͡ɔhːtɑt~ɡi͡ɛhtɑdit	tykɑˑʃ	tokams	mʲentɨdʲi	kɔskiɛ		χoiltaŋkʷʲe	kʊ̯ɔskɑh~kʊ̯ɔskːɑhih	qatɨtqa	kɔskiɛ~kɔskɛtːʊɑ	kuəsktɛd~ɲɒːukstɛd	kɑːjɛʃidh	mənzɑbtɑsʲ	jisɑnɨ	kɔsktɑ~kæzidʊdɑ
TOWEL	nardamo	kætʲerætʲik	pyːhɛliːnɑ	tɛjdi	ʃɯrɣɯsɑvəʦ~ʃɯrɣɯmsɑvəʦ	tørylkøzøː	siholdɐs	otʲeraʎneçk	ʨɨʃkət	kiʨɨʃkəd~kiʑʨɨʃjɑn	siːlmɑdɔːˀrɨn	siɡardɑhkɑ	soˑlɤk	naˑrdama	xorəɲɐɡʲibsʲɐ	kæsipɑikːɑ	wʲenʃmuŋχtɪsoχ	wiːʎtsɤːɣnətoːr	sihkɑltɑh	muʨitɨjqampʲij	kæzipɑikːʊ	seːkːldəs~utʲrʲeːlʲnʲic͡ç	ɲɑːmɛlijniɛ	tæʦʲɑʔ	ʧuʃkon	kæzipɑik
TOWN	oʃ	lʲinː	kɑwpʊŋki	kamɔz	ɣoroðɑ	vaːroʃ	kɑːvpuɡ	laɲː	ɡorod	kɑr	jɑːlɡɑb	stadɑ	olɑˑ	oʃ	ɡərədə	linːɑ~kɑʊpʊŋki	woʃ	uːs	kaːvpɔh	qætːɨ	linːʊ	lɐnːʲɘ~ɡɔːrɒd	stɑːrɛ~ʃɛltiɛ	mərʔ	kɑr~ɡorod	lidn
TRACK_(OF_ANIMAL)	ʨʲelʲks~pilʲɡeki	jælɡ̥	jælki	dʲazaa	kiʃæ	ɲom	luoddɐ	kiːjː	tuj	tuj	tiːˀɛdɨz	lʊu͡ɔdːɑ~ju͡ɔɑvnɛs	kɤʃɑˑ	pilʲɡokiˑ	ŋʷodʲeə	jælki	juʃ~purantapsa	ʎoːχ~laːɣɪlpattapoːs	lʊ̯ɔdtɑ	mætːɨ	jælɡi	c͡çiəʝːɐ	kɨɛjɛ	ŋuʔ	pɨtʲɨ~bervɨl	jælʲɡ
TRANSLATE	jutavtoms	tɤlkimɑ	kæːntæː		vɑʃtɑʃ	fordiːt	jurɡɐlið		vudʒətnɨ	vuʤədnɨ	tulkə	jɔrɡːɔlit	kusɑrɑˑʃ	jotaftoms		kiæntyæ		toʎmasʲlaŋkʷʲe	jɔrɔkɑlih		kiændiæ	ʝɔːrɣlɐtːʲɛd	jarkuʌstidh	tæwrɑsʲ	berɨktɨnɨ	kætɑ
TRAP_(PITFALL)	tuvor~kundamka	lɤks~pyːnʲis	lɔwkːʊ	dʲɛsi	lyðɯ~lyðɯʃ	ʧɒpdɒ	kæskæstɐh	kiːlː~ɕeːɕː	naʎk~kʎapʨa	ɫeʨ	lɨks~lɑmɑːtɨks	ɡilːɑr~rʊu͡ɔvdːɛ	løˑdø	tufks~kundaˑma	dʲeŋɡuj	ritɑ~pyyvvys	wʲeɬpas	kerɲaʎ~alɪsʲpormas	rihtaː~paːhʦɑhɑh	ʨaŋkɨ	ridɑ	aːɟɟ͡ʝʲɛs	parta~rʉɛβtiɛ	jəŋɡoː	nɑlʲik	ridɑ
TREE	ʨuvto	puː	puː	pʲa	puʃæŋɡɯ	fɒ	muorɐ	muːrː	pu	pu	puː	mʊu͡ɔrːɑ	puʃeˑŋɡe	ʃufta	muŋku	puː	juχ	jiw	mʊ̯ɔrːɑ	po	puː	muərːɐ	muʌrɛ	pʲɑ	pu	pʊ
TREE_TRUNK	runɡo	tyvi	rʊŋkɔ	pʲapaɡ	puʃæŋɡɯtɯŋɡ	tøː~tørʒ	ruŋɡo	muːrː~keːlːt	mɨr~kʲer	puʨer	tɨˀv	matːɑ	jɤˑtɤr	roˑnɡa	toxi	rʊŋkɔ	aŋkaɬ	taɣanətaːl	kɑltɑ	kæpɨ	rʊŋːɔ	stokːɐ	stoɒmhpɛ	ɲɑŋoːtɑ	modos	tʏvi
TREMBLE	tarnoms	værisʲemɑ	ʋɑpistɑ	dʲɔɫdɨʧʲ	ʦɯtɯræʃ	rɛmɛɡ~rɛskɛt	tu̯ærɡistið	kɨrːte	ʎeɡʲjavnɨ	tirɑvnɨ	dɨrʒə	svɑrːɑt~ski͡ɛlbːit~du͡ɔɑrɡɛstit	ʧɤtɤrɑˑʃ	taroms	ʎɐbʲitisʲi	vɑpisːɑ~tærisːæ	tarɪtɪ	toːrɣuŋkʷʲe	naːjɡkistih~tɔ̯ɑrɡkistih	tarɨmpɨqa	vɑbistɑ~særistæ~tʊdistɑ	tuarʲʝʲsʲtʲɛd	tiɛrkɛʃidh	ʎeːdrʲeːssʲ	dɨrekjɑnɨ~kuɑlʲekjɑnɨ	særɑitɑ
TROUSERS	ponkst	pyksʲid̥	hɔwsʊt	pi	jalɑʃ	ɡɒcɒ~nɒdraːɡ	puːvsɑh	puks~koːaːdtʲe	vʲeʃʲjan	ɡɑʨ	bikʃɨd	bɔksɔ	jolɑˑʃ	ponkst	xoniʔə	pʊksʊt	kasʲ	kaːsʲ~jolɪsow	pʊvsːɑh	pymːɨ	ʃtɑnit	puːsɐ	mɔβhka	pʲiʔmʲɑ	bruki~ʃtɑɲ	ʃtɑnɑd
TRUE	alkuksoɲ	tɤenʲe	tɔsi	ɔnɛj	nɑstojaɕːij~nɑstojaʃəj	iɡɒz	tuotɐ	vuːjkas		ɑbuɨɫəɡ	tuoˀdli	sadnɛs	ʧɤˑnʎe~nɑstojɑˑɕʲij	afkuksoɲ	ŋɐnʷo	tɔvɛlːini	woɬaŋ	sʲarmaːk	tʊ̯ɔhtɑ	yromɨntɨ	tɔvɛlːinɛ~ɔivɑlːinɛ	tuətːɐ	sæːtniɛs	ɲeːnæj	zemos	tɔdɛsinɛ
TRUTH	vidʲeʨʲi	tɤd̥e	tɔsi~tɔtuːs	ɔnsʲɛ	tør	iɡɒz~iɡɒʒaːɡ	tuotɐvuotɐ	zoːabeʎ	pravda	zbɨʎ~zbɨʎtor	tuoˀʒ	sadnɛsvʊu͡ɔhtɑ	ʧɤn	vʲiˑdʲe~vʲidʲeʃiˑ	ŋəðʲiʔtəkəkərsu	tɔsi~ɔikɛvʊs	jana	wʲeːsʲkat	tʊ̯ɔhtɑvʊ̯ɔhtɑ	ønɕynʨik	tɔzi~prɑʊdʊ	tuəðɐʃvuətː	rɨɛktɛsβuʌtɛ~sæːtniɛsβuʌtɛ	ɲeːnæsʲɑ	zem~ʃoɲer	tɔzi
TRY	varʃtams	pyːd̥mɑ~yritɑmɑ~kɑtsʲetɑmɑ	ʏritːæː	kɔɔrɔɕʲ	putɑjaʃ~ʦɑʦɑʃ	mɛɡproːbaːl~mɛɡkiːʃeːrɛl	hiltːið	kiːxʧʎe	pondɨnɨ~pondətnɨ	zɑvoɟitʨɨvnɨ	kɔːˀʎə	ɡæːhːʧɑlit	tolɑʃɑˑʃ	varʨsʲems	ŋətədʲɐ	yritːyæ	wutsitɪ~sartaɬatɪ	aːrtalaχtuŋkʷʲe	ke̯æhʧːɑlih	antalpɨqa	ɔpːiɛ~kɔitɛlːɑ	c͡çitʧlɛd	pʰryœβɛdh~fryœjstɛdh	xoːrʦʲ	turttɨnɨ	lɑdidɑ~rɔxkɑitɑ
TUBE	turba	toru	pʊtki	turba	pəʧ	ʧøː	poʦːeː	turːp	truba	trubɑ	ruːorʲ	bɔhːʦɔ	puʧ	turama		tɔrvi	turpa	tur	pɔhʦːi	turpa	trʊbɑ	puːlʲʧʲic͡ç	kɨrsɛ	trubɑ~məkoːdɑ	trubɑ	tɔrv
TUESDAY	ovtorɲik	tʲeisʲipæev	tiːstɑi̯	nakujudʲɛri	kəʃkəʒmə	kɛdː	mɑjebɑrɡɐ	nɨmʲpːoarkː	mədədzɫun	votorɲik	tuːoiznɑpæːvɑ	dijstɑhkɑ	kuˑʃkɤʒmo	ʃaˑvʃi		tɔiniɑrki	ɬapatkimetχatɬ	wtoːrnik~saːtkitɪtχoːtaːlə	tistɑh~tistːɑh	wtorɲik	tɔinɑrɡi	mɐːibʲɒrɡː	tæjsta	wtoːrɲik~sʲiʔjwʔɲɑbʲimdʲeːjʲɑʎɑ	vtorɲik	tɔʒnɑrɡ
TUMBLE	prams~sʲavorʲems	kukːumɑ~mɑhɑkukːumɑ	kɑːtʊɑ	sumɔɕʲ	kenvɑzɑʃ~ʃəŋɡɑltɑʃ	bukik~ɛlɛʃik	kuosːɐð~komænið	keʧxe~keːrkte	pərɫaɕnɨ	uɕnɨ	kukːə	rɑvɡːɑt	jørlɑˑʃ	prams~sʲavorʲems	soxədʲɐ~soxʷodʲɐ~mənəɡəisʲɐ	kɔmsɑxtʊɑ~kɔmpɑstʊɔ	iɬpittɪ	jolpatuŋkʷʲe~jolmosʲsʲamaŋkʷʲe	jɔrːɑlih~rʊ̯ɔsːɑh	alʨɨqa	lɑŋːɛtɑ	viːrːɐd	βeæhkaridh	moːʔnɑsʲ	usʲɨnɨ	lɑŋːɛtɑ
TURN_(SOMETHING)	ʨaravtoms~velʲavtɲems	keːrɑmɑ	kæːntæː	pɔɕtɛɡuɕʲ	særæʃ~særɯkælæʃ	forɡɒt	jurɐtːið	ʧon̥ːte	bʲerɡətnɨ	berɡədɫɨnɨ	kiːɛrə	bɔdnjɔt	pytɤrɑˑʃ	ʃoˑvams~ʃaˑrfɲems	dʲujxɨʔtɨsɨ	kiændiæ	ɬarnaɬttɪ	larɣaltaŋkʷʲe~joːŋχataːluŋkʷʲe	pɔtɲɑh	punqɨraltɨqa	pʏœritːiæ~kiændiæ	ʝɔːrɣlɐtːʲɛd	jɔrːɛhtidh	sʲurʲiʔʎeːsʲ~sʲurxəʎeːmbəsʲ	berɡɑtɨnɨ	pʊnɔtɑdɑ
TURN_AROUND_(SOMETHING)	velʲavtoms	ymb̥erkeːrɑmɑ	kæːntæː	sæzhudaɕʲ	særælæʃ	mɛɡfordiːt~mɛɡforɡɒt	jorɡoð	koamʲçe~kaʎːtle	bʲerɡətnɨ	berɡədnɨ	imːɨrkiːɛrə	mɔtːsɔstit	sɑvɤrɑlɑˑʃ	ʃarftoms	bəbtudʲɐ	kiæntyæː	perəmatɪ	moːtmaturɪljoːŋχataːluŋkʷʲe	pɔtɲɑh	sukɨltakojaltɨqa	ʃiŋːʊɔ	ʝɔrɣstɛd	jarkɛdh	xəmbxəlɑsʲ	berɨktɨnɨ	kætɑ
TWELVE	kemɡavtovo	kɑkstʲeist	kɑksitɔi̯stɑ	bikɔzbɔzatɕizi	luɑtkok~luɑtkoktə	tizɛnkɛtːøː	kyehtnubæloh	kuːxːtemploaɡk	daskɨk	dɑskɨk	kɑkʃtuoistɨn	lɔɡɛnɑnɡʊu͡ɔktɑ	lɑtkoˑk	kemɡaftuva	bʲiːʔsʲiti	kɑksitɔistɑ	katχosjaŋ	kitχojplow	kʊ̯ɔktenʊpːelɔhkaːj	ɕitːɨkæjkʲon	kɑksitɔstʊ	kuɐtmlo~kuɐxtːmlo	lʉhkiɛɡøːktɛ	sʲidʲɑʲəŋɡɲɑ	dɑskɨk	kɑksʲtɔʃtkʏmnɛ
TWENTY	komsʲ	kɑkskymːend̥	kɑksikʏmːɛntæ	ɕiziu	koklə	huːs	kyehtilov	kuːxːtloaɡk	kɨkdas	kɨʑ	kɑkʃkimdə	ɡʊu͡ɔktɑlɔhkɛ	koˑlo	komsʲ	sʲitibʲiːʔ	kɑksikymːɛntæ	χus	χus	kʊ̯ɔktelɔki	ɕitsar	kɑksikʏmːɛn	kuɐxtːlo	køːktɛlʉhkiɛ	sʲidʲɑʲuʔ	kɨzʲ	kɑksʲkʏmnɛ
TWIG	tarad	oks	hɑːrɑ	nɨɡa	ukʃ	ɡɒjː	syeri	rɨɕːe	uv	voʒ	oksɑː	u͡ɔɑksɛ	tormɑˑk	tarad	mʷodʲe	ritvɑ~lɛxvæ	ɬəpas	tow	risːi	sʲitʨørɨ	ɔksʊ	suɛrːʲɘ	oæksiɛ	jɑmd	vɑj	ɔks~bɑrb
TWINKLE	pindoldoms~ʦʲivtʲordoms	sæd̥elʲemɑ	kipinœi̯dæ	dʲɛbʲɛriɕʲ	vɑlɣɑltɑʃ	ʧilːoɡ~tyndøklik	ʃi̯ælɡuð	keːsːke	juɡjovtɫɨnɨ~juɡjəvkʲernɨ	juɡjɑvnɨ~ʥirdɑvnɨ	zirkslə	ʦɛhʦɑt~jilːɑt	ʧolɡɑˑʃ	ʦʲiˑftordoms	dʲɐŋxɨʔnɐrsɐ~sʲitʷɐʔnɐrsɐ~xoc͡çiʔnɐrsɐ	kimɑltʊɑ		woʎɣuŋkʷʲe	ʃe̯ælɑkʊh~ʧʊ̯ɔvɡkaːhɑlːɑh	qætɨmpa	læpɛtːiæ	ʦɔkːɒd	kaskɛdh	xɑjeːrʲoːsʲ	ʨʲilʲekjɑnɨ	hɔʃtːɑ
TWO	kavto	kɑks	kɑksi	ɕizi	kok~koktə	kɛtːøː	kyehti	kuːxːt	kɨk	kɨk	kɑkʃ	ɡʊu͡ɔktɑ	koˑkɤt	kafta	sʲiti	kɑksi	kat	kit	kʊ̯ɔkte	ɕitːjaqɨ	kɑksi	kuəxʲtːʲɘ	køːktɛ	sʲidʲɑ	kɨk	kɑksʲ
UNCLE	lʲelʲa	onu	ɛnɔ~sɛtæ	ʧizʲɛjʧi	kuɣuzɑ	nɒɟbaːʧi	eːhi~i̯ænui	jiːnː	ɟaɟ	ɟɑɟ	suːrvɛˀʎki~izɑːvɛˀʎ~jɛmɑːvɛˀʎ	æːnu͡ɔj~i͡ɛhkɛ	jizɑˑ	oʦʲa~patʲa~ɕʨʲeɲaˑ	əʔə~ɲinɨ~tɨtɨdʲɐ	tɛætæ	jaj~aki~urtɪ	aki~kaŋk~sasɪɣ	e̯ænʊ~e̯æhki~ʧe̯æhʦi	jilʨa	diædœ	ʝaːnɐ~ʧiɒtʦʲɘ	jyœnɛ~jiɛkiɛ~ʧiɛʦiɛ	tʲidʲɑ	ɑɡɑj	dædʲ
