Gloss	Erzya	Estonian	Finnish	Hungarian	Inari Saami	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Pite Saami	Proto-Uralic	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Ume Saami	Veps	Votic	Võro
COUNT_115-b	lovoms							lŏŋət	loːɡːe	lɯdʲːɯnɯ	lɯdʲːɯnɯ		lowiɲti	luðɑm									lɯʥʥɯnɯ~lɯʥʥɯnɯ				
COUNT_115-c																											
COUNT_115-d				saːmol																							
COUNT_115-e															tuəbtusɑ				toːr								
COUNT_115-f														ʧotlem													
COUNT_115-g																											
CRY_88-a			it̪keæ			itkiæ																				itkɤmɑ	
CRY_88-b		nutːɑ																									
CRY_88-c																											
CRY_88-d																											
CRY_88-e																											
CRY_88-f	ɑvɑrʲdʲems																										
CRY_88-g														ʃortɑm													
CRY_88-h										bɤrdnɯ	bɤrdnɯ												bɤrdɯnɯ				
CRY_88-i				ʃiːr																							
CRY_88-j													ʎuːɲɕi														
CRY_88-k								jis																			
CRY_88-l															dʲorədʲɑ				ʨuːrə								
CRY_88-m									luːj̊ːʲke																		
CRY_88-n										ɡorzɯnɯ																	
CUT DOWN_218-a			kɑːt̪ɑː			kɑːtɑː																					
CUT DOWN_218-b																										lɤikːɑmɑ	
CUT DOWN_218-c																											
CUT DOWN_218-d		lɑŋketːɑtɑ																									
CUT DOWN_218-e																											
CUT DOWN_218-f																											
CUT DOWN_218-g	prɑvtoms																										
CUT DOWN_218-h	kerʲɑms									kerɑvnɯ																	
CUT DOWN_218-i				kivaːɡ																							
CUT DOWN_218-j														ruem													
CUT DOWN_218-k																							poɡɯrtɯnɯ				
CUT DOWN_218-l													sɑːɣrɑpi														
CUT DOWN_218-m																											
CUT DOWN_218-n																			ɤsəptə								
CUT DOWN_218-o									uʦʲne																		
CUT DOWN_218-p		rɑiutɑ						pæɣət																			
CUT DOWN_218-q								rɯɣəmt																			
CUT DOWN_218-s															lətɯdʲi												
CUT_116-a		lɤikɑtːɑ	le̞ikɑt̪ɑ			leiɡ̊ɑd̥ɑ																				lɤikːɑmɑ	
CUT_116-b																											
CUT_116-c																											
CUT_116-d																											
CUT_116-e									ʧuːhpe																		
CUT_116-f																											
CUT_116-g	nɑrɑms																										
CUT_116-h	peʧkems													pyʧkɑm													
CUT_116-i														ʃuɑlɑm													
CUT_116-j				vaːɡ						vundɑvnɯ	vundɯnɯ												vɑndɯnɯ				
CUT_116-k										ʃɤrɯʃtnɯ	ʃɯrnɯ												ʃorɯnɯ				
CUT_116-m								øɣət					jɑkti														
CUT_116-n				ɲiːr																							
CUT_116-o															mətudʲɑ				mɑʧə								
CUT_116-p								joɣɯ																			
CUT_116-q									veːjːe																		
CUT_116-r						hølvæd̥æ																					
DAY (NOT NIGHT)_117-a		pæev	pæiʋæ			pæivæ			piejːv																	pæivʲ	
DAY (NOT NIGHT)_117-b	ʧi													keʧe													
DAY (NOT NIGHT)_117-c										lun	lun												nunɑl				
DAY (NOT NIGHT)_117-d				nɒp																							
DAY (NOT NIGHT)_117-e								kotəl					χoːtɑl														
DAY (NOT NIGHT)_117-f															dʲɑlɯ				ʨeːlə								
DEAF_276-a		kurt	kuːro̞																								
DEAF_276-b	piʎevtʲeme								pieʎːxem	peʎtɤm	peʎtɤm												peʎtem				
DEAF_276-c	ɑmɑrʲi																										
DEAF_276-d	ɡluχoj																										
DEAF_276-e														soŋɡə̠rɑ													
DEAF_276-f														ʧokrɑk													
DEAF_276-g				ʃykɛt																							
DEAF_276-h																			qoː								
DEAF_276-i																											
DEAF_276-j						kluːhkoi̯																					
DEAF_276-k										oz kɯv																	
DEAF_276-l																										ɡluhoi	
DEAF_276-m															dʲuntəː												
DIE_118-a	kuloms		kuo̞lːɑ	mɛkhɒl		koːlːɑ		kɑ̆lɑ		kuvnɯ	kuvnɯ		χoːli	kolem	kuədʲɑ~kuədʲɑ				quː				kulɯnɯ			koːlɤmɑ	
DIE_118-b		surːɑ						sur																		surɤmɑ	
DIE_118-c									jɒːmːʲe																		
DIE_118-d															dʲɑŋɡumsɑ												
DIG_119-a		kɑevɑtːɑ	kɑiʋɑː			kɑivɑː			kuajːve																	kɑivomɑ	
DIG_119-b																											
DIG_119-c																											
DIG_119-d	ʧuvoms																										
DIG_119-e														kyɲʧem													
DIG_119-f	ʧupoɲems																										
DIG_119-g											ɡodnɯ												ɡudɯnɯ				
DIG_119-h																							kopɑnɯ				
DIG_119-i														korem													
DIG_119-j				aːʃ																							
DIG_119-k													χili														
DIG_119-l								kɯɳ																			
DIG_119-m																											
DIG_119-n				tuːr																							
DIG_119-o																			tilə								
DIG_119-p										ɡɑrjɯnɯ																	
DIG_119-q																											
DIG_119-r																											
DIG_119-s															ɕirkədʲi												
DIRTY_309-a			likɑine̞n																								
DIRTY_309-b						reuɡ̊ɑz																					
DIRTY_309-c																											
DIRTY_309-d																							kɯrɕ				
DIRTY_309-e		must				mustɑ																					
DIRTY_309-f																											
DIRTY_309-g																											
DIRTY_309-h																											
DIRTY_309-i									saːkːʲs																		
DIRTY_309-j	kɑrɡoʨ																										
DIRTY_309-k	rudɑzov																										
DIRTY_309-l														lɑβə̠rɑn													
DIRTY_309-m											ɕɤd												ɕɤd				
DIRTY_309-n										ɲɑtʲɤɕ	ɲɑtʲ																
DIRTY_309-o				kosoʃ																							
DIRTY_309-p				piskoʃ																							
DIRTY_309-q				sɛɲːɛʃ																							
DIRTY_309-r													pɑːŋkən														
DIRTY_309-s								kulɯŋ																			
DIRTY_309-t																											
DIRTY_309-u																			ʧɑm								
DIRTY_309-v								pəɣtə																			
DIRTY_309-w																											
DIRTY_309-x																										roːjɤtːu	
DIRTY_309-y															ɲeɡɯku												
DISAPPEAR_277-a			kɑdo̞t̪ɑ																							kɑotːumɑ	
DISAPPEAR_277-b			hæʋit̪æ			hævid̥æ																				ævimæ	
DISAPPEAR_277-c																											
DISAPPEAR_277-d																											
DISAPPEAR_277-e																											
DISAPPEAR_277-f	jomɑms~jomɑms																										
DISAPPEAR_277-g	kekʃems																										
DISAPPEAR_277-h														pə̠tem													
DISAPPEAR_277-i										ɤʃnɯ	voʃnɯ												ɯʃɯnɯ				
DISAPPEAR_277-j				ɛltyːnik																							
DISAPPEAR_277-k													pɑːteri														
DISAPPEAR_277-m																			yru								
DISAPPEAR_277-n								məɲtʲæɣəl																			
DISAPPEAR_277-o																										æpærtymæ	
DISAPPEAR_277-p																											
DISAPPEAR_277-q																											
DISAPPEAR_277-r									kaːde																		
DISAPPEAR_277-s															sɯmbɑːdʲɑ												
DIVIDE_303-a	jɑvoms~jɑvoms		jɑkɑː			jɑkˑɑː			juːɡːe		juknɯ															jɑkɑmɑ	
DIVIDE_303-b																											
DIVIDE_303-c	sɑʦtoms																										
DIVIDE_303-d														pɑjlem													
DIVIDE_303-e														uʒɑʃlem													
DIVIDE_303-f										ʃɤriɤtnɯ													ʃori kɑrɯnɯ				
DIVIDE_303-g															tɑrsɑ				tɑːr								
DIVIDE_303-h																										eritːemæ	
DIVIDE_303-i													urti														
DIVIDE_303-j															ʧyːbtyɕɑ												
DO OR MAKE_25-a	tʲejems	tehɑ	t̪e̞çdæ	tɛs		tehːæ																				teʧemæ	
DO OR MAKE_25-b																											
DO OR MAKE_25-c														ʃtem													
DO OR MAKE_25-d											vɤʨnɯ																
DO OR MAKE_25-e										kernɯ	kernɯ												kɑrɯnɯ				
DO OR MAKE_25-f																							leɕtɯnɯ				
DO OR MAKE_25-g								wer					wɑːri														
DO OR MAKE_25-h																											
DO OR MAKE_25-i															melɯðəsɯ~melɯðəsɯ				meː								
DO OR MAKE_25-j																											
DO OR MAKE_25-k																											
DO OR MAKE_25-l									lɨhke																		
DO OR MAKE_25-m																											
DO OR MAKE_25-n						lɑːtiɑ																					
DO OR MAKE_25-o																											
DO OR MAKE_25-p																											
DOG_86-a		koer	ko̞jrɑ			koirɑ																				koir	
DOG_86-b	piɲe								pienːe	pon	pon			pij									punɯ				
DOG_86-c																											
DOG_86-d	kiskɑ																										
DOG_86-e				kucɒ																							
DOG_86-f								æmp					ɑːmp														
DOG_86-g															bɑŋ				kɤnɑŋ								
DREAM (SOMETHING)_296-a	ɲejems onsto~ɲejems onsto	unes næhɑ				uneksiɑ																					
DREAM (SOMETHING)_296-b									naɡerʲ																		
DREAM (SOMETHING)_296-c				aːlmodik				ulmɯ					uːləm	omə̠m uʒɑm													
DREAM (SOMETHING)_296-d										vɤtɑɕnɯ	vɤtɤn ɑʥːɯvnɯ												vɤt ɑʥːɯnɯ				
DREAM (SOMETHING)_296-e															dʲudʲisɯ~dʲudʲisɯ				kyːtæptə~kyːtæptə								
DREAM (SOMETHING)_296-f																											
DREAM (SOMETHING)_296-g																										breːdimæ	
DRINK_44-a		juːɑ	juo̯dɑ			joːvːɑ		jæɲtʲ	juɡːe	junɯ	junɯ		ɑji	jyɑm									juɯnɯ			juːmɑ	
DRINK_44-b	ɕimems																										
DRINK_44-c																											
DRINK_44-d															bɯtɯdʲi				ytə								
DRINK_44-e								li																			
DRY_120-a		kuiv	kuiʋɑ			kuivɑ																				kuiv	
DRY_120-b																											
DRY_120-c	koɕke								kɒːʃʲkesʲ						koɕyə												
DRY_120-d										kɤs	kos			kukʃo									kɤs				
DRY_120-e				saːrɒz				sɑrəm																			
DRY_120-f								sosəm					toːsɑm														
DRY_120-g																			ʧɤkə								
DUST_121-a			pø̞ly			pølːy																				pølːy	
DUST_121-b			t̪o̞mu																								
DUST_121-c		tolm																								tolmu	
DUST_121-d																											
DUST_121-e																											
DUST_121-f																											
DUST_121-g														purɑk													
DUST_121-h										bus	bus																
DUST_121-i	ʧeʎke																										
DUST_121-j				por																							
DUST_121-k													pors														
DUST_121-l								ɲɔr																			
DUST_121-m																											
DUST_121-n																			punɑ								
DUST_121-o																							tuzon				
DUST_121-p									puenː																		
DUST_121-q																											
DUST_121-r																											
DUST_121-s	puʎ														dʲɑŋ												
DUST_121-t															ʎiʎə												
EARLY_278-a			ɑikɑisin			ɑiɡ̊ɑi̯zeː			aːjkalt																		
EARLY_278-b		vɑrɑ	ʋɑrxɑin																							vɑrɑi	
EARLY_278-c																											
EARLY_278-d																											
EARLY_278-e																											
EARLY_278-f															merə												
EARLY_278-g	rɑnɑ																										
EARLY_278-h														ondɑk													
EARLY_278-i														er~er													
EARLY_278-j										oʥ	voʥ																
EARLY_278-k				koraːn																							
EARLY_278-l																							ʧuk				
EARLY_278-m													ɑːlpəl														
EARLY_278-n																											
EARLY_278-o															məʧidʲiʔiɑ												
EARTH (SOIL)_64-a		mɑː	mɑː			mɑː		məɣ		mu	mu		mɑː	mlɑnde	mou								mu~mu			mɑː	
EARTH (SOIL)_64-b																											
EARTH (SOIL)_64-c	modɑ																										
EARTH (SOIL)_64-d				føld																							
EARTH (SOIL)_64-e																											
EARTH (SOIL)_64-g																			ʧuə̠ʧːə								
EARTH (SOIL)_64-h									lavːʲn																		
EARTH (SOIL)_64-i																											
EAR_22-a		kɤrv	ko̞rʋɑ			korvɑ																				kɤrv	
EAR_22-b	piʎe			fyl				pəl	pieʎː	peʎ	peʎ		pɑʎ	pə̠lə̠ʃ									peʎ				
EAR_22-c															kou				qoː								
EAT_76-a	sevems	syːɑ	syø̞dæ	ɛsik		søːvˑæ		li		ɕojnɯ	ɕojnɯ		teːɣ										ɕiɯnɯ			syːmæ	
EAT_76-b									poːrːe																		
EAT_76-c	jɑrsɑms																										
EAT_76-d														koʧkɑm													
EAT_76-e															ŋəmsɑ				ɑm								
EGG_53-a		munɑ	munɑ			munɑ			manːʲ				muːŋi	muno	mənu											munɑ	
EGG_53-b	ɑl																										
EGG_53-c										koʎtʲ	koʎk																
EGG_53-d																							puz				
EGG_53-e																											
EGG_53-f								məɣ																			
EGG_53-g																											
EGG_53-h																			eŋ								
EXTINGUISH_292-a			sɑmːut̪ːɑː			sɑmːutːɑː																				sɑmːutːɤmɑ	
EXTINGUISH_292-b		kustːutːɑtɑ						kowət		kusɤtnɯ	kusɤdnɯ				kəbtudʲɑ				qɑptə				kɯsɯnɯ				
EXTINGUISH_292-c									ʧuaʦːkte																		
EXTINGUISH_292-d																											
EXTINGUISH_292-e	mɑsːtʲems																										
EXTINGUISH_292-f														jørtem													
EXTINGUISH_292-g													χɑriɣti														
EXTINGUISH_292-i																											
EYE_84-a	ɕeʎme	silm	silmæ	sɛm		silmæ		sem	ʧalːʲm	ɕin	ɕin		sɑm	ʃiɲʧɑ	ɕejmɯ				sɑji				ɕin			silmʲ	
FACE_242-a			kɑsʋo̞t̪																								
FACE_242-b			nɑːmɑ																								
FACE_242-c		næku				næɡ̊o																				næko	
FACE_242-d																											
FACE_242-e																											
FACE_242-f																											
FACE_242-g																											
FACE_242-h	ʧɑmɑ																										
FACE_242-i											nɯrvom												ɯmnɯr				
FACE_242-j										roʒɑbɑn	roʒɑ~roʒɑ																
FACE_242-k				ɒrt͡s																							
